,frequency,index,word
113,-4.790918553418888,113,board
114,-4.7941460979097545,114,sink
115,-4.799007031056661,115,one
116,-4.804073081334327,116,computer
117,-4.804254487230516,117,phone
118,-4.805888622864251,118,frisbee
119,-4.833151317042161,119,outside
120,-4.835394727966239,120,living
121,-4.844230202307166,121,air
122,-4.852002016612959,122,truck
123,-4.894967124228749,123,window
124,-4.8997461058451,124,desk
125,-4.909776280205037,125,as
126,-4.920111765865958,126,'s
127,-4.924194237345365,127,motorcycle
128,-4.925627048971105,128,umbrella
129,-4.926651744213958,129,car
130,-4.929115305303905,130,trees
131,-4.934680608754038,131,tree
132,-4.940900823708967,132,each
133,-4.941524978519618,133,covered
134,-4.949464844719185,134,many
135,-4.951564803491729,135,elephant
136,-4.95198532494452,136,park
137,-4.952195652003871,137,open
138,-4.953247951374888,138,close
139,-4.975175386593656,139,very
140,-4.976467654703709,140,wall
141,-4.984039351234603,141,this
142,-4.985778104117783,142,old
143,-5.0160332549099005,143,little
144,-5.017379452106698,144,filled
145,-5.027534114566073,145,fire
146,-5.027534114566073,146,under
147,-5.029350233112919,147,behind
148,-5.036190205060696,148,stop
149,-5.052334467140274,149,sky
150,-5.056294868356371,150,court
151,-5.058164027779075,151,together
152,-5.062617334095858,152,child
153,-5.063557404670377,153,into
154,-5.091694692466219,154,kite
155,-5.120148905474809,155,its
156,-5.132415926242774,156,surfboard
157,-5.132415926242774,157,bat
158,-5.13519055281788,158,skis
159,-5.139747522729007,159,inside
160,-5.146877677713598,160,sheep
161,-5.157410851527543,161,photo
162,-5.157410851527543,162,bowl
163,-5.158703008316714,163,airplane
164,-5.166491209677058,164,boat
165,-5.171717247178781,165,big
166,-5.1790798889054095,166,background
167,-5.192898870438526,167,back
168,-5.193969821009427,168,bunch
169,-5.197189571577388,169,ocean
170,-5.20176870415794,170,couch
171,-5.205826602327335,171,stands
172,-5.2120808715243605,172,chair
173,-5.2222248927109405,173,bird
174,-5.225813578411944,174,zebra
175,-5.226090165331145,175,light
176,-5.226920385387134,176,view
177,-5.228028418741496,177,traffic
178,-5.236378035855346,178,cell
179,-5.237216844795903,179,hydrant
180,-5.237496604204637,180,plane
181,-5.241140616646232,181,glass
182,-5.25016747624874,182,teddy
183,-5.260134809230008,183,mirror
184,-5.26731565295426,184,women
185,-5.268758030241685,185,fence
186,-5.273097686987169,186,counter
187,-5.276874016819864,187,sandwich
188,-5.308510062348986,188,orange
189,-5.312121260976958,189,different
190,-5.31362978441886,190,shirt
191,-5.315745547638223,191,horses
192,-5.3181690568522795,192,another
193,-5.3181690568522795,193,wave
194,-5.326392036032711,194,giraffes
195,-5.331604373450659,195,sidewalk
196,-5.335300096782463,196,lot
197,-5.342732772684984,197,tall
198,-5.3458461002308555,198,tracks
199,-5.35116110414512,199,hand
200,-5.352729731917747,200,flowers
201,-5.355559477556984,201,floor
202,-5.356819717169272,202,vase
203,-5.360609993343052,203,stand
204,-5.366640800385364,204,parking
205,-5.369829578597605,205,cars
206,-5.372387942640932,206,baby
207,-5.396368352935756,207,racket
208,-5.407250570796164,208,being
209,-5.4102391169354815,209,ground
210,-5.410904452954703,210,vegetables
211,-5.412903121175002,211,grassy
212,-5.424304988492184,212,elephants
213,-5.428021836832685,213,bananas
214,-5.434474567661813,214,off
215,-5.434815341221084,215,tower
216,-5.444060399365134,216,zebras
217,-5.444748630637999,217,tie
218,-5.445092923979324,218,day
219,-5.467730143451039,219,dirt
220,-5.469845800093494,220,full
221,-5.476930491434153,221,ready
222,-5.476930491434153,222,along
223,-5.485140425108599,223,hill
224,-5.4865751455842595,224,middle
225,-5.497401667790461,225,image
226,-5.517189781403866,226,slope
227,-5.51793024793159,227,station
228,-5.524246449498386,228,bike
229,-5.524246449498386,229,driving
230,-5.536999810651941,230,signs
231,-5.540403103783649,231,sit
232,-5.548007703168868,232,taking
233,-5.549153397393865,233,stuffed
234,-5.564944212699766,234,four
235,-5.57039381746733,235,skiing
236,-5.586923119418541,236,skate
237,-5.592893286405046,237,cows
238,-5.59849778466183,238,grazing
239,-5.6001048561206055,239,wine
240,-5.600909361393281,240,piece
241,-5.605345746971577,241,across
242,-5.611020670997602,242,beside
243,-5.612240927402832,243,above
244,-5.6195939017080905,244,head
245,-5.620003989882793,245,luggage
246,-5.6241141477446215,246,during
247,-5.627001342985952,247,snowy
248,-5.632385493495299,248,wii
249,-5.633216403389386,249,broccoli
250,-5.6504039989979775,250,long
251,-5.6597498614162145,251,refrigerator
252,-5.662313965385152,252,hat
253,-5.672204392170388,253,doing
254,-5.675234041750256,254,display
255,-5.675234041750256,255,ski
256,-5.692724649416482,256,glasses
257,-5.693607262006876,257,hanging
258,-5.693607262006876,258,mountain
259,-5.6958172076576785,259,herd
260,-5.696259783456007,260,pink
261,-5.697588687306061,261,suit
262,-5.700251804725545,262,fruit
263,-5.706493465649021,263,kites
264,-5.713674825057685,264,children
265,-5.716832959872961,265,cow
266,-5.722270218397549,266,them
267,-5.726823960328544,267,holds
268,-5.729108631187526,268,cutting
269,-5.7378382983876515,269,double
270,-5.741073799245799,270,hot
271,-5.742000154105931,271,buildings
272,-5.744319802559647,272,going
273,-5.748042468561893,273,camera
274,-5.7545906678253935,274,corner
275,-5.759765932257952,275,trick
276,-5.76402025207569,276,pole
277,-5.76639160723009,277,empty
278,-5.768292748487114,278,talking
279,-5.771151254483078,279,jumping
280,-5.771151254483078,280,pair
281,-5.7735396004953765,281,airport
282,-5.784600064295691,282,swinging
283,-5.786051794528877,283,oven
284,-5.787020786852759,284,keyboard
285,-5.793342227791556,285,umbrellas
286,-5.794318313764612,286,watching
287,-5.795784231447108,287,track
288,-5.805118615115382,288,chairs
289,-5.809075099010456,289,posing
290,-5.811555874284219,290,stove
291,-5.811555874284219,291,looks
292,-5.81853496542361,292,boats
293,-5.819535966508195,293,television
294,-5.829095787741353,294,smiling
295,-5.835689775620649,295,animals
296,-5.8361988110095995,296,video
297,-5.8361988110095995,297,colorful
298,-5.837217659798702,298,box
299,-5.838237547699448,299,topped
300,-5.841815369047332,300,traveling
301,-5.84746365107274,301,soccer
302,-5.849525507473299,302,crowd
303,-5.85469882475352,303,getting
304,-5.864602476198263,304,tv
305,-5.868801957435581,305,door
306,-5.869328134769479,306,various
307,-5.878846979778685,307,surf
308,-5.878846979778685,308,using
309,-5.8799102441000155,309,hit
310,-5.880442300510545,310,lady
311,-5.8847089736499205,311,plates
312,-5.89383655379821,312,birds
313,-5.897078047722381,313,banana
314,-5.913445025186586,314,who
315,-5.917302842040597,315,body
316,-5.924507084892444,316,dogs
317,-5.932323986784056,317,set
318,-5.932323986784056,318,wood
319,-5.939073168758984,319,lots
320,-5.939073168758984,320,all
321,-5.941333056726422,321,guy
322,-5.941898827604314,322,runway
323,-5.941898827604314,323,against
324,-5.948143525728948,324,motorcycles
325,-5.95270974370853,325,coffee
326,-5.960751142583523,326,carrying
327,-5.964796221777332,327,someone
328,-5.967695614936334,328,skateboarder
329,-5.968276503712471,329,players
330,-5.972352200766285,330,cheese
331,-5.97527361680842,331,river
332,-5.977616910206393,332,paper
333,-5.977616910206393,333,house
334,-5.979377990790691,334,bedroom
335,-5.9935794128968585,335,night
336,-5.996563598937186,336,something
337,-5.996563598937186,337,waiting
338,-6.000756477197222,338,bears
339,-6.003160324508617,339,restaurant
340,-6.003762190310716,340,be
341,-6.003762190310716,341,lights
342,-6.006173282497447,342,jet
343,-6.008590202102986,343,walk
344,-6.009800856003882,344,snowboard
345,-6.009800856003882,345,meat
346,-6.018927782761318,346,cup
347,-6.031228060842969,347,brick
348,-6.0330862217988015,348,home
349,-6.039305147314457,349,metal
350,-6.045562990013962,350,skier
351,-6.046190933519682,351,about
352,-6.046819271586224,352,ramp
353,-6.05059761361263,353,bicycle
354,-6.053124462714538,354,remote
355,-6.0550237985181905,355,high
356,-6.057561870946662,356,decker
357,-6.061381099013658,357,shower
358,-6.075511070776644,358,racquet
359,-6.079399604516336,359,passenger
360,-6.083303317996808,360,surfer
361,-6.0865680939949485,361,items
362,-6.0898435636774195,362,running
363,-6.09907237011504,363,busy
364,-6.110394502384819,364,male
365,-6.113749084530973,365,face
366,-6.117114957786079,366,line
367,-6.117114957786079,367,hands
368,-6.1293267784728425,368,lying
369,-6.13206088817331,369,preparing
370,-6.141689573292526,370,animal
371,-6.154207121994142,371,intersection
372,-6.159821171826909,372,book
373,-6.161229622763967,373,surfing
374,-6.161934592831937,374,dressed
375,-6.163346025670345,375,slice
376,-6.176854940667049,376,cut
377,-6.177571016601693,377,mouth
378,-6.178287605668544,378,rides
379,-6.181878273799272,379,pulling
380,-6.184760120174161,380,suitcase
381,-6.186204163746396,381,like
382,-6.192001281430722,382,shown
383,-6.19637128110184,383,tray
384,-6.197101474635561,384,he
385,-6.226003078708212,385,scissors
386,-6.226003078708212,386,made
387,-6.231280135809055,387,store
388,-6.23582559818073,388,zoo
389,-6.238106100879454,389,bottle
390,-6.238867425621214,390,batter
391,-6.24039181616031,391,enclosure
392,-6.24039181616031,392,gray
393,-6.2472804771554955,393,number
394,-6.251128115607566,394,screen
395,-6.259645395126446,395,bag
396,-6.274530119602872,396,donuts
397,-6.276900725217208,397,surrounded
398,-6.2792769639590915,398,sleeping
399,-6.2792769639590915,399,bridge
400,-6.284046448358126,400,play
401,-6.284046448358126,401,dark
402,-6.285641345027942,402,him
403,-6.288038469627663,403,knife
404,-6.288038469627663,404,half
405,-6.290441354243974,405,microwave
406,-6.293654208413299,406,kids
407,-6.297684846679468,407,row
408,-6.298492927531523,408,jacket
409,-6.299301661906375,409,carrots
410,-6.299301661906375,410,look
411,-6.3066098552130985,411,sand
412,-6.3074251834278545,412,tub
413,-6.311511825813305,413,way
414,-6.31891013329475,414,silver
415,-6.319735556370919,415,decorated
416,-6.320561661333224,416,lake
417,-6.321388449309218,417,showing
418,-6.326363583949332,418,pile
419,-6.3296941448964965,419,between
420,-6.331363594366037,420,buses
421,-6.334710877826094,421,walks
422,-6.337228713818435,422,forest
423,-6.337228713818435,423,meal
424,-6.3397529053143415,424,toy
425,-6.34228348448006,425,adult
426,-6.3465153993866394,426,few
427,-6.3507652995359685,427,skiers
428,-6.3507652995359685,428,lined
429,-6.354178272132209,429,colored
430,-6.3627620158236,430,cabinets
431,-6.3644876417910705,431,older
432,-6.3662162506916875,432,oranges
433,-6.37577738393567,433,boys
434,-6.3766511279842675,434,furniture
435,-6.378400909708056,435,purple
436,-6.387196041160882,436,swing
437,-6.388964388217625,437,mouse
438,-6.395178345185567,438,past
439,-6.397853335634871,439,girls
440,-6.406822005617631,440,kid
441,-6.409528367215373,441,cloudy
442,-6.41224207308697,442,grey
443,-6.417691677854535,443,photograph
444,-6.41951483241605,444,bread
445,-6.421341316942083,445,seat
446,-6.427760412802801,446,``
447,-6.428680799430129,447,throwing
448,-6.430524117924419,448,outdoor
449,-6.439792024855201,449,displayed
450,-6.442589229476262,450,waves
451,-6.450086921582063,451,onto
452,-6.451028098122126,452,chocolate
453,-6.451028098122126,453,crossing
454,-6.46143992904706,454,can
455,-6.462391856772442,455,making
456,-6.464298435043023,456,coming
457,-6.465253089053473,457,have
458,-6.465253089053473,458,attached
459,-6.466208655299143,459,drinking
460,-6.476780594224541,460,leaning
461,-6.482594564089961,461,drink
462,-6.484540089995452,462,hair
463,-6.485514274193296,463,monitor
464,-6.488442533972384,464,cats
465,-6.493342102813543,465,dining
466,-6.49432490387545,466,scene
467,-6.49432490387545,467,fruits
468,-6.4982657956753265,468,hitting
469,-6.502222279570402,469,rocks
470,-6.502222279570402,470,seen
471,-6.505199949264325,471,apples
472,-6.508186511962075,472,lush
473,-6.5091840182792,473,fork
474,-6.516194562765417,474,shelf
475,-6.518206635878839,475,female
476,-6.519214192639138,476,salad
477,-6.522242968301299,477,meter
478,-6.522242968301299,478,apple
479,-6.535474713510919,479,watch
480,-6.536499828926162,480,birthday
481,-6.541641228426583,481,office
482,-6.542672688033244,482,market
483,-6.548883888125884,483,lit
484,-6.550962890953718,484,no
485,-6.552004015462128,485,resting
486,-6.553046225040573,486,stone
487,-6.5656382067379315,487,towards
488,-6.5656382067379315,488,pan
489,-6.566694730872133,489,painted
490,-6.574121820715748,490,cross
491,-6.575187350917785,491,walls
492,-6.577321823446418,492,fries
493,-6.584828561110172,493,leaves
494,-6.586983734358155,494,rain
495,-6.590225228282327,495,sunny
496,-6.591308065421158,496,teeth
497,-6.592392076367416,497,snowboarder
498,-6.597829827667546,498,plastic
499,-6.598920935249881,499,catch
500,-6.60110672846986,500,flower
501,-6.60110672846986,501,bright
502,-6.607692921322718,502,clean
503,-6.609897993881031,503,been
504,-6.611002356224084,504,working
505,-6.611002356224084,505,public
506,-6.612107939531834,506,blanket
507,-6.6143227798613875,507,setting
508,-6.622113581649154,508,dish
509,-6.624350719047511,509,beautiful
510,-6.625471167344001,510,sun
511,-6.626592872453202,511,windows
512,-6.636745243917218,512,books
513,-6.637879673987831,513,tables
514,-6.640152402238833,514,surfboards
515,-6.640152402238833,515,mountains
516,-6.640152402238833,516,moving
517,-6.648147876015031,517,police
518,-6.649295323071508,518,pictures
519,-6.649295323071508,519,bikes
520,-6.653898323143469,520,trying
521,-6.653898323143469,521,donut
522,-6.653898323143469,522,uniform
523,-6.655052391361576,523,rail
524,-6.660842795496279,524,edge
525,-6.6620049106764565,525,stopped
526,-6.669006106135441,526,clear
527,-6.6701777524323305,527,bath
528,-6.672525171350637,528,underneath
529,-6.677236605271956,529,helmet
530,-6.678417940317788,530,ride
531,-6.6855354080866505,531,platform
532,-6.686726593456804,532,rock
533,-6.689113229434534,533,slices
534,-6.691505575073155,534,skateboarding
535,-6.692703897565263,535,having
536,-6.69992414553875,536,yard
537,-6.70355391358933,537,statue
538,-6.704766770014539,538,cellphone
539,-6.705981099246941,539,dress
540,-6.708414190471583,540,eat
541,-6.709632959665711,541,base
542,-6.712074963321264,542,time
543,-6.713298205064007,543,nice
544,-6.716976933921471,544,controller
545,-6.731828692057496,545,shot
546,-6.736828702474202,546,branch
547,-6.743114078289162,547,pitch
548,-6.746904354462943,548,vases
549,-6.748170979078136,549,sandy
550,-6.7532535821416015,550,path
551,-6.7532535821416015,551,computers
552,-6.755804603933207,552,passing
553,-6.755804603933207,553,or
554,-6.755804603933207,554,motor
555,-6.7609262540532615,555,placed
556,-6.763496949556362,556,sauce
557,-6.764784779740792,557,pieces
558,-6.766074270570664,558,''
559,-6.768658251336589,559,country
560,-6.768658251336589,560,family
561,-6.769952749899234,561,shore
562,-6.769952749899234,562,doughnut
563,-6.7712489263606805,563,vehicle
564,-6.773846330418367,564,boards
565,-6.773846330418367,565,cart
566,-6.775147566776338,566,brushing
567,-6.779061466097474,567,case
568,-6.779061466097474,568,eaten
569,-6.784303942062325,569,town
570,-6.785618866643635,570,perched
571,-6.793544931916054,571,dinner
572,-6.793544931916054,572,tarmac
573,-6.794872072124116,573,cooking
574,-6.797531648159875,574,surface
575,-6.797531648159875,575,catcher
576,-6.8001983164067905,576,wet
577,-6.8001983164067905,577,just
578,-6.8082412552062515,578,nintendo
579,-6.8122871137257945,579,basket
580,-6.816349407734673,580,types
581,-6.816349407734673,581,plant
582,-6.827263567915352,582,doughnuts
583,-6.828636251727325,583,pizzas
584,-6.830010822390491,584,hotel
585,-6.831387285099215,585,enjoying
586,-6.834145907538295,586,trains
587,-6.834145907538295,587,single
588,-6.834145907538295,588,toppings
589,-6.835528077765245,589,watches
590,-6.835528077765245,590,reading
591,-6.839686087913909,591,laptops
592,-6.8410759422029646,592,lap
593,-6.8438614593243905,593,guys
594,-6.8438614593243905,594,others
595,-6.845257132963365,595,modern
596,-6.846654757230002,596,they
597,-6.850859388512035,597,variety
598,-6.853672329888649,598,tiled
599,-6.853672329888649,599,lamp
600,-6.853672329888649,600,engine
601,-6.860739497111741,601,trucks
602,-6.8650038958982,602,performing
603,-6.8650038958982,603,multiple
604,-6.8664294128894205,604,rice
605,-6.8664294128894205,605,pitcher
606,-6.8692865576902005,606,jump
607,-6.8692865576902005,607,pretty
608,-6.8721518891634865,608,tricks
609,-6.8721518891634865,609,gathered
610,-6.873587639589591,610,shows
611,-6.875025454359218,611,bowls
612,-6.882245702332705,612,mounted
613,-6.883696028910352,613,appliances
614,-6.888059672198125,614,benches
615,-6.888059672198125,615,cute
616,-6.889518461661785,616,woods
617,-6.893907642080547,617,passengers
618,-6.895374993774498,618,phones
619,-6.9042246090514805,619,pen
620,-6.9042246090514805,620,five
621,-6.905707189011704,621,shop
622,-6.907191970279282,622,bathtub
623,-6.907191970279282,623,feeding
624,-6.910168162952328,624,beer
625,-6.911659587538999,625,fresh
626,-6.917647629383621,626,gear
627,-6.9191502592681555,627,pasture
628,-6.922162309738148,628,post
629,-6.923671743987002,629,plants
630,-6.925183460072324,630,candles
631,-6.926697464903539,631,place
632,-6.9297323685986925,632,dirty
633,-6.93736017064758,633,cattle
634,-6.93736017064758,634,railroad
635,-6.940427657715441,635,flies
636,-6.941964937034328,636,curb
637,-6.951238573819657,637,distance
638,-6.96059901657922,638,graffiti
639,-6.96059901657922,639,fenced
640,-6.963738736583888,640,end
641,-6.968466877779834,641,carriage
642,-6.968466877779834,642,drinks
643,-6.97480604322357,643,brush
644,-6.977990759291091,644,vintage
645,-6.979586928823911,645,match
646,-6.979586928823911,646,fly
647,-6.982786931554584,647,poles
648,-6.9843907811365575,648,toothbrush
649,-6.987606217990532,649,containing
650,-6.987606217990532,650,after
651,-6.9908320272394135,651,chicken
652,-6.99244884246632,652,take
653,-6.9940682760186235,653,bags
654,-6.99569033639049,654,concrete
655,-6.99569033639049,655,sandwiches
656,-6.998942371776868,656,school
657,-7.0022050174116846,657,below
658,-7.010408508864511,658,crowded
659,-7.0120573138546956,659,left
660,-7.015363101989195,660,shoes
661,-7.01867985461519,661,planes
662,-7.020342365388803,662,bar
663,-7.025346545973379,663,fireplace
664,-7.0270201865314075,664,pulled
665,-7.0303758943783805,665,bottles
666,-7.033742900926285,666,center
667,-7.037121282517912,667,sliced
668,-7.037121282517912,668,tile
669,-7.037121282517912,669,dock
670,-7.038814763024245,670,steel
671,-7.040511116272423,671,sofa
672,-7.042210352025384,672,alone
673,-7.0490363170957835,673,huge
674,-7.0490363170957835,674,fridge
675,-7.054186543072099,675,beds
676,-7.054186543072099,676,right
677,-7.057634822351016,677,boxes
678,-7.059363431251633,678,skateboards
679,-7.06282963922812,679,she
680,-7.06282963922812,680,well
681,-7.06282963922812,681,pot
682,-7.06456725912666,682,takes
683,-7.06456725912666,683,striped
684,-7.066307903604445,684,neck
685,-7.066307903604445,685,trunk
686,-7.075056865797679,686,pillows
687,-7.078577996196259,687,served
688,-7.08211156877757,688,nearby
689,-7.08565767178432,689,catching
690,-7.08565767178432,690,control
691,-7.08743545003032,691,flat
692,-7.091000516194816,692,equipment
693,-7.0945783375427,693,sinks
694,-7.0945783375427,694,bushes
695,-7.098169005673428,695,reaching
696,-7.098169005673428,696,church
697,-7.099969186177576,697,feet
698,-7.099969186177576,698,clothes
699,-7.099969186177576,699,plays
700,-7.101772613176726,700,floating
701,-7.103579298401675,701,suitcases
702,-7.103579298401675,702,rack
703,-7.103579298401675,703,tomatoes
704,-7.107202490771096,704,dry
705,-7.11083885841448,705,giant
706,-7.118151505260766,706,foods
707,-7.118151505260766,707,putting
708,-7.118151505260766,708,atop
709,-7.119988053068068,709,airplanes
710,-7.119988053068068,710,pose
711,-7.119988053068068,711,commercial
712,-7.1218279799900746,712,container
713,-7.125518021077529,713,polar
714,-7.129221729015013,714,poses
715,-7.132939205415147,715,mother
716,-7.134803138853208,716,bicycles
717,-7.134803138853208,717,professional
718,-7.136670553028004,718,including
719,-7.138541460963815,719,shaped
720,-7.142293810582366,720,away
721,-7.142293810582366,721,towel
722,-7.142293810582366,722,work
723,-7.147948868065711,723,vehicles
724,-7.149841016217749,724,serving
725,-7.149841016217749,725,not
726,-7.149841016217749,726,space
727,-7.151736751382648,727,run
728,-7.151736751382648,728,lone
729,-7.151736751382648,729,prepares
730,-7.155539037332387,730,staring
731,-7.155539037332387,731,dessert
732,-7.155539037332387,732,potatoes
733,-7.157445615602969,733,taken
734,-7.159355835859088,734,hay
735,-7.159355835859088,735,smiles
736,-7.159355835859088,736,subway
737,-7.161269712041372,737,both
738,-7.161269712041372,738,wild
739,-7.167033416758121,739,cream
740,-7.167033416758121,740,serve
741,-7.170894425415581,741,surfers
742,-7.172830534442447,742,dishes
743,-7.172830534442447,743,sticking
744,-7.174770399260275,744,style
745,-7.178661454753241,745,legs
746,-7.180612674884502,746,cabinet
747,-7.186489283373488,747,arm
748,-7.190426296332827,748,breakfast
749,-7.192400630636545,749,cement
750,-7.192400630636545,750,christmas
751,-7.1943788706486504,751,trail
752,-7.1983471298242705,752,lays
753,-7.200337180232282,753,asian
754,-7.202331198839145,754,show
755,-7.208337222899358,755,wire
756,-7.210347273827381,756,outdoors
757,-7.216401782736089,757,highway
758,-7.218428125881321,758,cooked
759,-7.220458583431702,759,couches
760,-7.222493172129489,760,swings
761,-7.222493172129489,761,games
762,-7.226574810449138,762,painting
763,-7.228621894070864,763,square
764,-7.228621894070864,764,shorts
765,-7.230673176841421,765,backpack
766,-7.230673176841421,766,where
767,-7.230673176841421,767,stacked
768,-7.2368523932073785,768,spoon
769,-7.238920646271438,769,pool
770,-7.245151196022073,770,reflection
771,-7.247236702513096,771,cluttered
772,-7.249326567432554,772,throw
773,-7.25142080903567,773,military
774,-7.253519445692591,774,round
775,-7.253519445692591,775,boarding
776,-7.259841911432078,776,business
777,-7.259841911432078,777,french
778,-7.264079205907592,778,soup
779,-7.268334531477731,779,drives
780,-7.2704690040063635,780,toward
781,-7.2704690040063635,781,docked
782,-7.272608042255113,782,blender
783,-7.2812102458377765,783,assortment
784,-7.283372408842272,784,controllers
785,-7.285539256927361,785,get
786,-7.285539256927361,786,team
787,-7.285539256927361,787,hillside
788,-7.2877108104408705,788,same
789,-7.2898870898634645,789,lawn
790,-7.2942539090298055,790,swimming
791,-7.2942539090298055,791,sunglasses
792,-7.300840101882663,792,go
793,-7.307469960421331,793,clocks
794,-7.307469960421331,794,garden
795,-7.307469960421331,795,adults
796,-7.309689717159644,796,van
797,-7.311914412181757,797,umpire
798,-7.318618347903946,798,wedding
799,-7.32086301775777,799,mid
800,-7.32086301775777,800,stairs
801,-7.323112737491785,801,wooded
802,-7.323112737491785,802,hotdog
803,-7.325367529878875,803,among
804,-7.325367529878875,804,bun
805,-7.325367529878875,805,jumps
806,-7.327627417846312,806,drawn
807,-7.327627417846312,807,eats
808,-7.329892424477164,808,seated
809,-7.329892424477164,809,stall
810,-7.332162573011704,810,ledge
811,-7.336718389547565,811,low
812,-7.341295056574976,812,rackets
813,-7.3435912688353255,813,skies
814,-7.3505117116799,814,toddler
815,-7.352829209820262,815,flag
816,-7.352829209820262,816,shelves
817,-7.355152091236402,817,rocky
818,-7.357480380995993,818,which
819,-7.359814104342213,819,restroom
820,-7.362153286695387,820,desktop
821,-7.362153286695387,821,assorted
822,-7.366848130999594,822,rug
823,-7.366848130999594,823,onions
824,-7.369203844692052,824,snowboarding
825,-7.369203844692052,825,event
826,-7.369203844692052,826,trash
827,-7.371565120877733,827,gate
828,-7.3763044662416295,828,does
829,-7.3763044662416295,829,fish
830,-7.378682588646596,830,pillow
831,-7.381066380001872,831,landing
832,-7.381066380001872,832,eyes
833,-7.381066380001872,833,things
834,-7.385851078125208,834,stainless
835,-7.388252039662747,835,cups
836,-7.390658779693313,836,clouds
837,-7.3930713260986956,837,land
838,-7.3930713260986956,838,broken
839,-7.395489706962978,839,glove
840,-7.395489706962978,840,kitten
841,-7.395489706962978,841,facing
842,-7.4003440854277756,842,flock
843,-7.402780140225657,843,foot
844,-7.402780140225657,844,ice
845,-7.405222143881209,845,closeup
846,-7.407670125519848,846,skating
847,-7.410124114481416,847,floors
848,-7.412584140322277,848,party
849,-7.415050232817471,849,before
850,-7.417522421962861,850,desert
851,-7.427472752816028,851,steps
852,-7.432485294639573,852,arms
853,-7.43500101923682,853,eggs
854,-7.43500101923682,854,friends
855,-7.437523088669529,855,doors
856,-7.440051535022889,856,cakes
857,-7.442586390626076,857,trailer
858,-7.442586390626076,858,race
